phonemes;phoneme_onset;phoneme_offset;words;word_onset;word_offset;cohort_entropy;cohort_surprisal;word_freq
i;3.03;3.18;pays;2.86;3.18;0.01848210732477514;2.699540556718285;12.120535970555366
a~;3.18;3.31;en;3.18;3.31;4.409139780035069;5.5578611269601135;6.5845242063489335
p;3.31;3.39;proie;3.31;3.72;4.409139780035069;3.530081653227226;16.582747830033068
R;3.39;3.43;proie;3.31;3.72;0.3111310643031198;2.6666723586729733;16.582747830033068
w;3.43;3.63;proie;3.31;3.72;0.0650434435005669;10.571374917446546;16.582747830033068
a;3.63;3.72;proie;3.31;3.72;0.0008874183751377569;3.4108046501566456;16.582747830033068
a;3.72;3.75;à;3.72;3.75;4.409139780035069;3.7941932878383366;6.209354846536233
l;3.75;3.94;la;3.75;4.09499;4.409139780035069;3.7552601604080227;5.814498696260873
a;3.94;4.09499;la;3.75;4.09499;0.22580543424943314;1.7693520610671605;5.814498696260873
f;4.09499;4.24998;famine;4.09499;4.62;4.409139780035069;5.1197770207622835;17.645309167797443
a;4.24998;4.34;famine;4.09499;4.62;0.14435107234724465;3.4095690059351007;17.645309167797443
m;4.34;4.41;famine;4.09499;4.62;0.018750768058533075;1.2673039757734723;17.645309167797443
i;4.41;4.52;famine;4.09499;4.62;0.002171952921270687;0.8246147258800398;17.645309167797443
n;4.52;4.62;famine;4.09499;4.62;0.001928575339870843;5.772634385448702;17.645309167797443
e;4.62;4.67;et;4.62;4.67;4.409139780035069;4.815820454336018;6.126714125197328
a;4.67;4.79;à;4.67;4.79;4.409139780035069;3.7941932878383366;6.209354846536233
l;4.79;4.83;la;4.79;4.92;4.409139780035069;3.7552601604080227;5.814498696260873
a;4.83;4.92;la;4.79;4.92;0.22580543424943314;1.7693520610671605;5.814498696260873
g;4.92;5.06;guerre;4.92;5.42;4.409139780035069;7.296423783610177;12.049322765665757
E;5.06;5.31;guerre;4.92;5.42;0.03405562034068219;4.742535990499068;12.049322765665757
R;5.31;5.42;guerre;4.92;5.42;0.002148097309036909;0.7339140089849252;12.049322765665757
e;5.5;5.58;et;5.5;5.58;4.409139780035069;4.815820454336018;6.126714125197328
d;5.58;5.62;dont;5.58;5.74;4.409139780035069;3.5165938505373133;11.979198163716354
o~;5.62;5.74;dont;5.58;5.74;0.31645900118546794;5.1082371986025485;11.979198163716354
l;5.74;5.77;le;5.74;5.81;4.409139780035069;3.7552601604080227;5.733517167758018
@;5.77;5.81;le;5.74;5.81;0.22580543424943314;0.8278069017369164;5.733517167758018
R;5.81;5.89;roi;5.81;6.04;4.409139780035069;5.400144139330587;12.39997254707214
w;5.89;6.0;roi;5.81;6.04;0.09537290166016034;7.897322038837397;12.39997254707214
a;6.0;6.04;roi;5.81;6.04;0.0014275525764924299;0.9760464157217696;12.39997254707214
s;6.04;6.15;se;6.04;6.21;4.409139780035069;3.649530068972855;8.32452400063517
@;6.15;6.21;se;6.04;6.21;0.27960237707783975;3.156702398958208;8.32452400063517
k;6.21;6.24;croyait;6.21;6.51;4.409139780035069;4.296214187739292;15.268059193107623
R;6.24;6.29;croyait;6.21;6.51;0.385222146039297;5.200267484062547;15.268059193107623
w;6.29;6.33;croyait;6.21;6.51;0.018184627115106853;1.2254626801580777;15.268059193107623
